codigoestacion,codigosensor,fechaobservacion,valorobservado,nombreestacion,departamento,municipio,zonahidrografica,latitud,longitud,descripcionsensor,unidadmedida
0011025501,0027,2017-06-21T08:30:00.000,83.15783,CARMEN DE ATRATO  - AUT,CHOCO,EL CARMEN,ATRATO - DARIÉN,5.888719444,-76.14516667,Humedad del aire 2 mt,%
0055015010,0027,2007-08-07T17:00:00.000,91,PIE DE PATO - AUT,CHOCO,ALTO BAUDÓ (PIE DE PATO),BAUDÓ - DIRECTOS PACIFICO,5.521083333,-76.97316667,Humedad del aire 2 mt,%
0048015010,0027,2015-07-02T06:00:00.000,95,APTO VASQUEZ COBO TX GPRS/GOES,AMAZONAS,LETICIA,<nil>,-4.194,-69.941,Humedad del aire 2 mt,%
0053115502,0027,2017-10-23T16:15:00.000,88.68279,JULIO FERNANDEZ  - AUT,VALLE DEL CAUCA,RESTREPO,TAPAJE - DAGUA - DIRECTOS,3.809163889,-76.53305556,Humedad del aire 2 mt,%
0026055120,0027,2009-03-30T10:00:00.000,63,UNIVERSIDAD DEL VALLE  - AUT,VALLE DEL CAUCA,CALI,CAUCA,3.378,-76.53388889,Humedad del aire 2 mt,%
0023085501,0027,2018-06-21T10:05:00.000,66.77013,COCORNA  - AUT,ANTIOQUIA,COCORNÁ,MEDIO MAGDALENA,6.061941667,-75.18666667,Humedad del aire 2 mt,%
0026125505,0027,2018-02-28T17:30:00.000,43.43498,LA BELLA  - AUT,QUINDÍO,CALARCÁ,CAUCA,4.501111111,-75.67138889,Humedad del aire 2 mt,%
0052025090,0027,2016-08-30T07:00:00.000,100,LA SIERRA - AUT,CAUCA,LA SIERRA,PATÍA,2.193833333,-76.75033333,Humedad del aire 2 mt,%
0026115090,0027,2010-10-11T14:00:00.000,0,LAS BRISAS - AUT,VALLE DEL CAUCA,ANSERMANUEVO,SAN JUÁN,4.775583333,-76.14427778,Humedad del aire 2 mt,%
0015065190,0027,2012-08-03T16:00:00.000,36,MONGUI,LA GUAJIRA,RIOHACHA,CARIBE - GUAJIRA,11.227,-72.821,Humedad del aire 2 mt,%
2120000104,0027,2019-05-24T01:00:00.000,97.5,COLEGIO MIGUEL ANTONIO CARO - AUT,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.813,-74.031,Humedad del aire 2 mt,%
0021035501,0027,2019-02-17T22:40:00.000,84.17232,ACEVEDO  - AUT,HUILA,ACEVEDO,ALTO MAGDALENA,1.763191667,-75.93224722,Humedad del aire 2 mt,%
0026135300,0027,2015-05-02T07:00:00.000,100,PNN QUIMBAYA - AUT,RISARALDA,PEREIRA,CAUCA,4.761916667,-75.74491667,Humedad del aire 2 mt,%
0029015000,0027,2016-04-08T20:00:00.000,69,EL GUAMO - AUT,BOLIVAR,EL GUAMO,BAJO MAGDALENA,10.06444444,-74.85222222,Humedad del aire 2 mt,%
0024035380,0027,2009-09-14T12:00:00.000,94,NEVADO DEL COCUY - AUT,BOYACÁ,GUICÁN,SOGAMOSO,6.509111111,-72.31416667,Humedad del aire 2 mt,%
0021205502,0027,2018-04-28T03:05:00.000,80.72302,MISIONES  - AUT,CUNDINAMARCA,EL COLEGIO,ALTO MAGDALENA,4.544997222,-74.44055556,Humedad del aire 2 mt,%
0026065502,0027,2018-11-07T14:45:00.000,68.88452,TRINIDAD LA  - AUT,CAUCA,PIENDAMÓ,CAUCA,2.750555556,-76.57916667,Humedad del aire 2 mt,%
0036015501,0027,2017-10-11T09:55:00.000,73.11401,TAMARA  - AUT,CASANARE,TÁMARA,CASANARE,5.872219444,-72.11944167,Humedad del aire 2 mt,%
0027015290,0027,2019-03-30T10:00:00.000,78,PAJARITO - AUT,ANTIOQUIA,MEDELLÍN,NECHÍ,6.286333333,-75.61279167,Humedad del aire 2 mt,%
0021015501,0027,2018-09-04T00:25:00.000,98.58127,PITALITO  - AUT,HUILA,PITALITO,ALTO MAGDALENA,1.777527778,-76.19163889,Humedad del aire 2 mt,%
0052045080,0027,2010-03-06T19:00:00.000,68,UNIVERSIDAD DE NARINO  - AUT,NARIÑO,PASTO,PATÍA,1.225111111,-77.28338889,Humedad del aire 2 mt,%
0022025501,0027,2017-12-15T09:50:00.000,60.53754,ATACO  - AUT,TOLIMA,ATACO,SALDAÑA,3.416666667,-75.63305556,Humedad del aire 2 mt,%
0028035060,0027,2010-09-06T07:00:00.000,78,FEDEARROZ - AUT,CESAR,VALLEDUPAR,CESAR,10.46361111,-73.24805556,Humedad del aire 2 mt,%
0021202200,0027,2015-09-14T23:10:00.000,79.1,VITELMA,BOGOTA D.C.,"BOGOTA, D.C",META,4.575,-74.072,Humedad del aire 2 mt,%
0024030950,0027,2019-06-22T04:00:00.000,61,MALAGA 2,SANTANDER,MÁLAGA,SOGAMOSO,6.706388889,-72.72972222,Humedad del aire 2 mt,%
0052055220,0027,2011-10-15T08:00:00.000,93,EL PARAISO - AUT,NARIÑO,TÚQUERRES,PATÍA,1.070611111,-77.63688889,Humedad del aire 2 mt,%
0021206810,0027,2012-03-06T16:45:00.000,40.3,SAN BENITO - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.55,-74.233,Humedad del aire 2 mt,%
0054035501,0027,2016-06-18T07:15:00.000,88,SANTIAGO GUTIERREZ  - AUT,VALLE DEL CAUCA,ARGELIA,SAN JUÁN,4.726388889,-76.11446944,Humedad del aire 2 mt,%
0021206950,0027,2015-10-20T02:00:00.000,98,PARAMO GUACHENEQUE  - AUT,CUNDINAMARCA,VILLAPINZÓN,ALTO MAGDALENA,5.236055556,-73.52508333,Humedad del aire 2 mt,%
2401500040,0027,2019-04-08T12:00:00.000,45,CUCUNUBA - AUT,CUNDINAMARCA,CUCUNUBÁ,SOGAMOSO,5.219558333,-73.784541667,Humedad del aire 2 mt,%
0026155230,0027,2008-01-07T08:00:00.000,85,EMAS - AUT,CALDAS,MANIZALES,CAUCA,5.08525,-75.50713889,Humedad del aire 2 mt,%
0021206780,0027,2014-05-29T19:25:00.000,80.9,LA INDEPENDENCIA FOPAE Fuera de Servicio,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.617,-74.317,Humedad del aire 2 mt,%
2802500079,0027,2019-03-13T09:00:00.000,52,CARACOLÍ HDA MANATURE - AUT,CESAR,VALLEDUPAR,CESAR,10.088694444,-73.731666667,Humedad del aire 2 mt,%
0035185010,0027,2010-02-12T07:00:00.000,80,LA PALOMERA - AUT,META,PUERTO LÓPEZ,META,4.260361111,-72.56447222,Humedad del aire 2 mt,%
0023195240,0027,2006-10-02T23:00:00.000,95,AGUACHICA - AUT,CESAR,AGUACHICA,MEDIO MAGDALENA,8.123416667,-73.57986111,Humedad del aire 2 mt,%
0021202250,0027,2011-02-19T15:30:00.000,53.7,DOÑA JUANA - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.5,-74.133,Humedad del aire 2 mt,%
0021202230,0027,2011-12-25T19:10:00.000,76.9,UAN SEDE USME - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.467,-74.117,Humedad del aire 2 mt,%
0026145503,0027,2016-09-26T17:45:00.000,73,ANSERMA  - AUT,CALDAS,ANSERMA,CAUCA,5.231330556,-75.77961667,Humedad del aire 2 mt,%
0026165501,0027,2017-08-18T09:40:00.000,76.58003,EL CIPRES  - AUT,CALDAS,SALAMINA,CAUCA,5.433333333,-75.5,Humedad del aire 2 mt,%
0023065501,0027,2019-06-22T15:30:00.000,55.59685,PACHO  - AUT,CUNDINAMARCA,PACHO,MEDIO MAGDALENA,5.129127778,-74.15769722,Humedad del aire 2 mt,%
0025025350,0027,2008-01-16T09:00:00.000,1,PUERTA ROJA - AUT,SUCRE,SINCELEJO,BAJO MAGDALENA- CAUCA -SAN JORGE,9.316388889,-75.3875,Humedad del aire 2 mt,%
0023065502,0027,2017-07-15T15:20:00.000,96.32117,LA PALMA  - AUT,CUNDINAMARCA,LA PALMA,MEDIO MAGDALENA,5.330266667,-74.40156111,Humedad del aire 2 mt,%
2120700037,0027,2019-03-30T11:39:00.000,63.06,CASAS FISCALES ESCUELA DE ARTILLERÍA - AUT,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.556,-74.125,Humedad del aire 2 mt,%
0027015320,0027,2018-03-29T18:00:00.000,0,ARAGON - AUT,ANTIOQUIA,SANTA ROSA DE OSOS,NECHÍ,6.781083333,-75.560888889,Humedad del aire 2 mt,%
0054035501,0027,2017-10-05T09:50:00.000,80.23288,SANTIAGO GUTIERREZ  - AUT,VALLE DEL CAUCA,ARGELIA,SAN JUÁN,4.726388889,-76.11446944,Humedad del aire 2 mt,%
0026145504,0027,2017-08-19T16:45:00.000,72.30909,OSPIRMA  - AUT,RISARALDA,GUÁTICA,CAUCA,5.325552778,-75.812775,Humedad del aire 2 mt,%
0028025120,0027,2010-04-18T15:00:00.000,89,SERRANIA DEL PERIJA  - AUT,CESAR,AGUSTÍN CODAZZI,CESAR,10.02908333,-73.04619444,Humedad del aire 2 mt,%
0023055502,0027,2017-08-27T05:10:00.000,87.9732,VILLARAZ  - AUT,CALDAS,PENSILVANIA,MEDIO MAGDALENA,5.383333333,-75.06638889,Humedad del aire 2 mt,%
0026065502,0027,2019-01-30T19:10:00.000,89.30276,TRINIDAD LA  - AUT,CAUCA,PIENDAMÓ,CAUCA,2.750555556,-76.57916667,Humedad del aire 2 mt,%
0021201200,0027,2016-05-14T15:30:00.000,93.65,ESC LA UNION - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.343,-74.184,Humedad del aire 2 mt,%
0026165502,0027,2018-02-17T20:55:00.000,85.23637,JARDIN  - AUT,ANTIOQUIA,JARDÍN,CAUCA,5.6,-75.84972222,Humedad del aire 2 mt,%
0028025120,0027,2013-03-23T17:00:00.000,100,SERRANIA DEL PERIJA  - AUT,CESAR,AGUSTÍN CODAZZI,CESAR,10.02908333,-73.04619444,Humedad del aire 2 mt,%
0023105060,0027,2010-03-10T04:00:00.000,99,VEGACHA,ANTIOQUIA,VEGACHÍ,MEDIO MAGDALENA,6.774,-74.797,Humedad del aire 2 mt,%
0027015501,0027,2017-10-12T14:05:00.000,61.7178,YOLOMBO  - AUT,ANTIOQUIA,YOLOMBÓ,NECHÍ,6.580958333,-75.11487778,Humedad del aire 2 mt,%
0029045150,0027,2007-02-27T06:00:00.000,99,SAIZA - En Siniestro,CÓRDOBA,TIERRALTA,SINÚ,7.746,-76.433,Humedad del aire 2 mt,%
0011045010,0027,2019-02-12T06:00:00.000,100,PR CHOCO: APTO EL CARANO,CHOCO,QUIBDÓ,ATRATO - DARIÉN,5.691,-76.644,Humedad del aire 2 mt,%
0031095030,0027,2009-08-07T01:00:00.000,94,PTO INIRIDA,GUAINÍA,INÍRIDA,INÍRIDA,3.868,-67.932,Humedad del aire 2 mt,%
0026125501,0027,2017-02-21T01:10:00.000,78,GENOVA  - AUT,QUINDÍO,GÉNOVA,CAUCA,4.204416667,-75.76866667,Humedad del aire 2 mt,%
0016055501,0027,2017-08-02T15:05:00.000,63.14293,GABRIEL MARIA  - AUT,NORTE DE SANTANDER,CONVENCIÓN,CATATUMBO,8.412497222,-73.33944167,Humedad del aire 2 mt,%
0035085070,0027,2014-05-14T14:00:00.000,81,SANTA MARIA - AUT,BOYACÁ,SANTA MARÍA,META,4.84125,-73.25669444,Humedad del aire 2 mt,%
0052055501,0027,2018-05-26T01:40:00.000,91.28816,OSPINA PEREZ  - AUT,NARIÑO,CONSACÁ,PATÍA,1.254722222,-77.48777778,Humedad del aire 2 mt,%
0052025080,0027,2014-12-19T08:00:00.000,87,ESTRECHO PATIA  - AUT,CAUCA,PATÍA (EL BORDO),PATÍA,1.962777778,-77.12027778,Humedad del aire 2 mt,%
0021206780,0027,2012-09-08T03:40:00.000,73.1,LA INDEPENDENCIA FOPAE Fuera de Servicio,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.617,-74.317,Humedad del aire 2 mt,%
0026155502,0027,2019-02-20T07:55:00.000,94.57942,CENICAFE  - AUT,CALDAS,MANIZALES,CAUCA,4.991111111,-75.59749722,Humedad del aire 2 mt,%
0026145504,0027,2019-04-05T17:30:00.000,73.61084,OSPIRMA  - AUT,RISARALDA,GUÁTICA,CAUCA,5.325552778,-75.812775,Humedad del aire 2 mt,%
0021205501,0027,2017-08-24T16:35:00.000,65.88387,MESITAS DE SANTA INES  - AUT,CUNDINAMARCA,CACHIPAY,ALTO MAGDALENA,4.718611111,-74.45527778,Humedad del aire 2 mt,%
0021195190,0027,2013-11-21T10:00:00.000,92,PASCA - AUT,CUNDINAMARCA,PASCA,ALTO MAGDALENA,4.310111111,-74.31175,Humedad del aire 2 mt,%
0023055502,0027,2017-12-12T22:30:00.000,98.35083,VILLARAZ  - AUT,CALDAS,PENSILVANIA,MEDIO MAGDALENA,5.383333333,-75.06638889,Humedad del aire 2 mt,%
0035185010,0027,2008-06-12T21:00:00.000,92,LA PALOMERA - AUT,META,PUERTO LÓPEZ,META,4.260361111,-72.56447222,Humedad del aire 2 mt,%
0026155502,0027,2018-06-12T14:35:00.000,66.41244,CENICAFE  - AUT,CALDAS,MANIZALES,CAUCA,4.991111111,-75.59749722,Humedad del aire 2 mt,%
0032075501,0027,2017-12-02T12:45:00.000,67.6022,LEJANIAS  - AUT,META,LEJANÍAS,GUAVIARE,3.51995,-74.08978611,Humedad del aire 2 mt,%
0026125504,0027,2019-01-02T06:25:00.000,93.5024,PARAGUAICITO  - AUT,QUINDÍO,BUENAVISTA,CAUCA,4.395555556,-75.73416667,Humedad del aire 2 mt,%
0023015501,0027,2018-03-19T11:20:00.000,80.52648,FRESNO  - AUT,TOLIMA,FRESNO,MEDIO MAGDALENA,5.155638889,-75.00313611,Humedad del aire 2 mt,%
0026215501,0027,2017-06-22T03:25:00.000,96.87286,CONCORDIA  - AUT,ANTIOQUIA,CONCORDIA,CAUCA,6.042441667,-75.92149722,Humedad del aire 2 mt,%
0052025090,0027,2009-10-28T18:00:00.000,69,LA SIERRA - AUT,CAUCA,LA SIERRA,PATÍA,2.193833333,-76.75033333,Humedad del aire 2 mt,%
0021202230,0027,2013-12-07T02:00:00.000,82.4,UAN SEDE USME - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.467,-74.117,Humedad del aire 2 mt,%
0026125509,0027,2016-09-25T02:10:00.000,90,ESPERANZA LA  - AUT,QUINDÍO,PIJAO,CAUCA,4.299444444,-75.72508056,Humedad del aire 2 mt,%
0036015020,0027,2006-08-29T19:00:00.000,86,EL DIAMANTE - AUT,CASANARE,PAZ DE ARIPORO,META,5.816194444,-71.41983333,Humedad del aire 2 mt,%
2120000107,0027,2019-05-24T23:08:00.000,75.17,LA FISCALA - AUT,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.536,-74.106,Humedad del aire 2 mt,%
0017015010,0027,2017-11-23T13:00:00.000,85,APTO SESQUICENTENARIO TX GPRS,SAN ANDRÉS PROVIDENCIA,SAN ANDRÉS,ISLAS CARIBE,12.542,-81.731,Humedad del aire 2 mt,%
0026125506,0027,2017-06-10T23:40:00.000,85.02946,EL AGRADO  - AUT,QUINDÍO,MONTENEGRO,CAUCA,4.518333333,-75.7925,Humedad del aire 2 mt,%
0021206950,0027,2008-01-29T15:00:00.000,38,PARAMO GUACHENEQUE  - AUT,CUNDINAMARCA,VILLAPINZÓN,ALTO MAGDALENA,5.236055556,-73.52508333,Humedad del aire 2 mt,%
2120000106,0027,2019-06-22T11:59:00.000,86.3,GRAN BRETAÑA - AUT,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.512,-74.164,Humedad del aire 2 mt,%
0024015110,0027,2019-01-26T21:00:00.000,89,LA BOYERA - AUT,CUNDINAMARCA,UBATÉ,SOGAMOSO,5.303805556,-73.85175,Humedad del aire 2 mt,%
0035215020,0027,2011-10-24T10:00:00.000,27,APTO YOPAL,CASANARE,YOPAL,META,5.32,-72.388,Humedad del aire 2 mt,%
0023025502,0027,2017-12-06T16:20:00.000,82.26097,ALMACAFE LETRAS  - AUT,CALDAS,MANIZALES,MEDIO MAGDALENA,5.044997222,-75.33221944,Humedad del aire 2 mt,%
0026065502,0027,2018-01-08T17:20:00.000,74.84785,TRINIDAD LA  - AUT,CAUCA,PIENDAMÓ,CAUCA,2.750555556,-76.57916667,Humedad del aire 2 mt,%
0021205527,0027,2019-08-05T08:00:00.000,0.943,ALTO DEL AIRE  - AUT,CUNDINAMARCA,CUCUNUBÁ,ALTO MAGDALENA,5.198,-73.805,Humedad del aire 2 mt,%
0026175501,0027,2019-06-23T00:15:00.000,76.95798,RAFAEL ESCOBAR  - AUT,CALDAS,SUPIA,CAUCA,5.45,-75.63305556,Humedad del aire 2 mt,%
0016025501,0027,2019-07-09T07:35:00.000,98.61217,CUCUTILLA  - AUT,NORTE DE SANTANDER,CUCUTILLA,CATATUMBO,7.519455556,-72.79790278,Humedad del aire 2 mt,%
0035027510,0027,2012-08-06T04:00:00.000,100,CALOSTROS BAJO - AUT,CUNDINAMARCA,LA CALERA,META,4.6645,-73.863083333,Humedad del aire 2 mt,%
0026195502,0027,2018-06-26T07:15:00.000,88.25762,CIUDAD BOLIVAR  - AUT,ANTIOQUIA,CIUDAD BOLÍVAR,CAUCA,5.868666667,-75.99044167,Humedad del aire 2 mt,%
2120700038,0027,2019-06-18T11:41:00.000,63.17,SAN FRANCISCO - AUT,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.562,-74.149,Humedad del aire 2 mt,%
0027015320,0027,2016-12-20T22:00:00.000,100,ARAGON - AUT,ANTIOQUIA,SANTA ROSA DE OSOS,NECHÍ,6.781083333,-75.560888889,Humedad del aire 2 mt,%
0027015320,0027,2008-02-24T02:00:00.000,100,ARAGON - AUT,ANTIOQUIA,SANTA ROSA DE OSOS,NECHÍ,6.781083333,-75.560888889,Humedad del aire 2 mt,%
0053045040,0027,2018-03-06T22:00:00.000,97,AEROPUERTO GUAPI - AUT,CAUCA,GUAPI,TAPAJE - DAGUA - DIRECTOS,2.574416667,-77.89475,Humedad del aire 2 mt,%
0052055502,0027,2019-07-24T11:35:00.000,73.8405,SANDONA  - AUT,NARIÑO,SANDONÁ,PATÍA,1.300888889,-77.46035833,Humedad del aire 2 mt,%
0053045040,0027,2017-11-20T01:00:00.000,97,AEROPUERTO GUAPI - AUT,CAUCA,GUAPI,TAPAJE - DAGUA - DIRECTOS,2.574416667,-77.89475,Humedad del aire 2 mt,%
0022045502,0027,2017-09-25T18:35:00.000,59.03064,EL RUBY  - AUT,TOLIMA,PLANADAS,SALDAÑA,3.95,-75.66666667,Humedad del aire 2 mt,%
0027015501,0027,2018-10-25T05:45:00.000,97.05864,YOLOMBO  - AUT,ANTIOQUIA,YOLOMBÓ,NECHÍ,6.580958333,-75.11487778,Humedad del aire 2 mt,%
0016015502,0027,2017-10-13T14:50:00.000,49.22243,BLONAY  - AUT,NORTE DE SANTANDER,CHINÁCOTA,CATATUMBO,7.564997222,-72.62110833,Humedad del aire 2 mt,%
0021202230,0027,2016-01-30T11:10:00.000,36.5,UAN SEDE USME - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.467,-74.117,Humedad del aire 2 mt,%
0021065501,0027,2019-07-22T08:30:00.000,59.58033,JORGE VILLAMIL  - AUT,HUILA,GIGANTE,ALTO MAGDALENA,2.325552778,-75.50972222,Humedad del aire 2 mt,%
0024015501,0027,2017-10-14T05:20:00.000,99.95748,BERTHA  - AUT,BOYACÁ,MONIQUIRÁ,SOGAMOSO,5.882777778,-73.57333056,Humedad del aire 2 mt,%
0021215180,0027,2017-10-09T16:00:00.000,81,BATALLON ROOKE  - AUT,TOLIMA,IBAGUÉ,ALTO MAGDALENA,4.418388889,-75.24866667,Humedad del aire 2 mt,%
0021185501,0027,2019-07-21T00:10:00.000,79.33579,ROVIRA  - AUT,TOLIMA,ROVIRA,ALTO MAGDALENA,4.266666667,-75.28305556,Humedad del aire 2 mt,%
0024025090,0027,2012-08-10T10:00:00.000,63,MOGOTES - AUT,SANTANDER,MOGOTES,SOGAMOSO,6.47,-72.96888889,Humedad del aire 2 mt,%
0021201980,0027,2011-10-31T09:30:00.000,59.1,CERRO GUADALUPE - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.567,-74.05,Humedad del aire 2 mt,%
0023015501,0027,2018-02-03T02:50:00.000,0.445003,FRESNO  - AUT,TOLIMA,FRESNO,MEDIO MAGDALENA,5.155638889,-75.00313611,Humedad del aire 2 mt,%
0021115170,0027,2016-05-09T03:00:00.000,92,LA PLATA - AUT,HUILA,NEIVA,ALTO MAGDALENA,2.759138889,-75.07455556,Humedad del aire 2 mt,%
2120000106,0027,2019-02-08T13:21:00.000,41.64,GRAN BRETAÑA - AUT,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.512,-74.164,Humedad del aire 2 mt,%
0021202220,0027,2015-10-10T10:45:00.000,77.23,PARAISO - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.617,-74.05,Humedad del aire 2 mt,%
0021205502,0027,2018-05-19T21:25:00.000,69.72737,MISIONES  - AUT,CUNDINAMARCA,EL COLEGIO,ALTO MAGDALENA,4.544997222,-74.44055556,Humedad del aire 2 mt,%
0026125504,0027,2019-06-07T10:50:00.000,86.87202,PARAGUAICITO  - AUT,QUINDÍO,BUENAVISTA,CAUCA,4.395555556,-75.73416667,Humedad del aire 2 mt,%
0021115501,0027,2018-10-10T10:10:00.000,94.65714,TELLO  - AUT,HUILA,TELLO,ALTO MAGDALENA,2.960666667,-75.02849722,Humedad del aire 2 mt,%
0011105020,0027,2008-06-03T05:00:00.000,1,CARMEN DARIEN,CHOCÓ,CARMEN DEL DARIÉN  (CURBARADÓ),ATRATO - DARIÉN,7.154,-76.977,Humedad del aire 2 mt,%
0026115090,0027,2012-04-04T04:00:00.000,98,LAS BRISAS - AUT,VALLE DEL CAUCA,ANSERMANUEVO,SAN JUÁN,4.775583333,-76.14427778,Humedad del aire 2 mt,%
0056015040,0027,2018-05-25T10:00:00.000,75,PR CHOCO: JURADO,CHOCÓ,JURADO,<nil>,7.104,-77.764,Humedad del aire 2 mt,%
0036015501,0027,2018-03-16T17:25:00.000,53.57218,TAMARA  - AUT,CASANARE,TÁMARA,CASANARE,5.872219444,-72.11944167,Humedad del aire 2 mt,%
0029065501,0027,2018-02-21T14:35:00.000,50.72634,"CIENAGA,LA  - AUT",MAGDALENA,CIÉNAGA,BAJO MAGDALENA,10.89785833,-74.08156667,Humedad del aire 2 mt,%
0022025501,0027,2019-02-03T11:35:00.000,72.60212,ATACO  - AUT,TOLIMA,ATACO,SALDAÑA,3.416666667,-75.63305556,Humedad del aire 2 mt,%
0035085070,0027,2015-01-18T06:00:00.000,95,SANTA MARIA - AUT,BOYACÁ,SANTA MARÍA,META,4.84125,-73.25669444,Humedad del aire 2 mt,%
0024025090,0027,2018-06-21T00:00:00.000,98,MOGOTES - AUT,SANTANDER,MOGOTES,SOGAMOSO,6.47,-72.96888889,Humedad del aire 2 mt,%
0029035200,0027,2013-06-08T02:00:00.000,88,REPELON - AUT,ATLANTICO,REPELÓN,BAJO MAGDALENA,10.49,-75.12694444,Humedad del aire 2 mt,%
0026125507,0027,2018-12-28T17:30:00.000,1.063625,ARTURO GOMEZ  - AUT,VALLE DEL CAUCA,ALCALÁ,CAUCA,4.671388889,-75.77721944,Humedad del aire 2 mt,%
0052055502,0027,2018-06-22T20:40:00.000,93.27536,SANDONA  - AUT,NARIÑO,SANDONÁ,PATÍA,1.300888889,-77.46035833,Humedad del aire 2 mt,%
0021205012,0027,2015-02-25T21:00:00.000,69,UNIVERSIDAD NACIONAL  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.638083333,-74.08908333,Humedad del aire 2 mt,%
0052055210,0027,2008-05-02T18:00:00.000,84,BOTANA - AUT,NARIÑO,PASTO,PATÍA,1.16,-77.27880556,Humedad del aire 2 mt,%
0026195502,0027,2018-05-25T02:55:00.000,88.25595,CIUDAD BOLIVAR  - AUT,ANTIOQUIA,CIUDAD BOLÍVAR,CAUCA,5.868666667,-75.99044167,Humedad del aire 2 mt,%
0021206810,0027,2012-07-29T18:45:00.000,63.8,SAN BENITO - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.55,-74.233,Humedad del aire 2 mt,%
0028025502,0027,2018-05-14T10:00:00.000,76,APTO ALFONSO LOPEZ,CESAR,VALLEDUPAR,CESAR,10.436,-73.248,Humedad del aire 2 mt,%
0026145504,0027,2017-10-09T14:30:00.000,73.64859,OSPIRMA  - AUT,RISARALDA,GUÁTICA,CAUCA,5.325552778,-75.812775,Humedad del aire 2 mt,%
0021201980,0027,2014-01-07T22:20:00.000,91.2,CERRO GUADALUPE - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.567,-74.05,Humedad del aire 2 mt,%
2120000102,0027,2019-01-18T02:12:00.000,82.2,COLEGIO CARLOS PIZARRO - AUT,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.635,-74.205,Humedad del aire 2 mt,%
2120000106,0027,2019-06-29T04:37:00.000,92.8,GRAN BRETAÑA - AUT,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.512,-74.164,Humedad del aire 2 mt,%
0026065502,0027,2019-01-03T20:25:00.000,44.04073,TRINIDAD LA  - AUT,CAUCA,PIENDAMÓ,CAUCA,2.750555556,-76.57916667,Humedad del aire 2 mt,%
0021202250,0027,2014-04-15T22:45:00.000,83.8,DOÑA JUANA - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.5,-74.133,Humedad del aire 2 mt,%
0021255170,0027,2012-06-13T19:00:00.000,100,MURILLO - AUT,TOLIMA,MURILLO,ALTO MAGDALENA,4.870555556,-75.17327778,Humedad del aire 2 mt,%
0021206980,0027,2013-10-22T16:00:00.000,62,SANTA CRUZ DE SIECHA  - AUT,CUNDINAMARCA,GUASCA,ALTO MAGDALENA,4.784277778,-73.87080556,Humedad del aire 2 mt,%
0023195501,0027,2019-03-17T07:05:00.000,92.6,SAN ANTONIO  - AUT,SANTANDER,FLORIDABLANCA,MEDIO MAGDALENA,7.099441667,-73.06638611,Humedad del aire 2 mt,%
2120000106,0027,2019-07-27T12:20:00.000,80.2,GRAN BRETAÑA - AUT,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.512,-74.164,Humedad del aire 2 mt,%
0026075501,0027,2018-01-18T00:50:00.000,0.4851893,FLORIDA  - AUT,VALLE DEL CAUCA,FLORIDA,CAUCA,3.291469444,-76.17735833,Humedad del aire 2 mt,%
0035095130,0027,2017-11-27T23:00:00.000,0,LAGUNA DE LA PLAZA,ARAUCA,SARAVENA,CASANARE,6.362,-72.282,Humedad del aire 2 mt,%
2120700038,0027,2019-05-04T13:51:00.000,49.05,SAN FRANCISCO - AUT,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.562,-74.149,Humedad del aire 2 mt,%
0016025502,0027,2017-08-17T20:05:00.000,99.88171,FRANCISCO ROMERO  - AUT,NORTE DE SANTANDER,SALAZAR,CATATUMBO,7.739166667,-72.78055278,Humedad del aire 2 mt,%
0021206890,0027,2014-11-05T11:50:00.000,94.2,CERRO CAZADORES - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.65,-74.017,Humedad del aire 2 mt,%
